make,model,variant,fuel_type,cc,seating_capacity,output
MAHINDRA AND MAHINDRA,XUV500,W4 FWD Refresh,Diesel,"2,179",7,1112311859
MAHINDRA AND MAHINDRA,XUV500,W6 FWD Refresh,Diesel,"2,179",7,1112311860
MAHINDRA AND MAHINDRA,XUV500,W10 FWD Refresh,Diesel,"2,179",7,1112311861
MAHINDRA AND MAHINDRA,XUV500,W10 FWD Sportz,Diesel,"2,179",7,1112311862
MAHINDRA AND MAHINDRA,XUV500,W10 FWD AT Refresh,Diesel,"2,179",7,1112311863
MAHINDRA AND MAHINDRA,XUV500,W10 AWD Refresh,Diesel,"2,179",7,1112311864
MAHINDRA AND MAHINDRA,XUV500,w10 AWD AT Refresh,Diesel,"2,179",7,1112311865
MAHINDRA AND MAHINDRA,XUV500,W3 FWD,Diesel,"2,179",7,1112311867
MAHINDRA AND MAHINDRA,XYLO,D2,Diesel,"2,489",7,1112311901
MAHINDRA AND MAHINDRA,XYLO,D2,Diesel,"2,498",8,1112311902
MAHINDRA AND MAHINDRA,XYLO,D2 7STR,Diesel,"2,498",7,1112311903
MAHINDRA AND MAHINDRA,XYLO,D2 Maxx BSIV,Diesel,"2,489",9,1112311904
MAHINDRA AND MAHINDRA,XYLO,D4,Diesel,"2,489",7,1112311905
MAHINDRA AND MAHINDRA,XYLO,D4 7STR,Diesel,"2,498",7,1112311906
MAHINDRA AND MAHINDRA,XYLO,D4 8STR,Diesel,"2,498",8,1112311907
MAHINDRA AND MAHINDRA,XYLO,E2,Diesel,"2,498",8,1112311908
MAHINDRA AND MAHINDRA,XYLO,E4,Diesel,"2,498",8,1112311909
MAHINDRA AND MAHINDRA,XYLO,E4 (ABS) 8STR,Diesel,"2,498",8,1112311910
MAHINDRA AND MAHINDRA,XYLO,E6,Diesel,"2,498",8,1112311911
MAHINDRA AND MAHINDRA,XYLO,E6 7STR,Diesel,"2,498",7,1112311912
MAHINDRA AND MAHINDRA,XYLO,E8,Diesel,"2,498",8,1112311913
MAHINDRA AND MAHINDRA,XYLO,E8 7STR,Diesel,"2,498",7,1112311914
MAHINDRA AND MAHINDRA,XYLO,E8 (ABS),Diesel,"2,498",8,1112311915
MAHINDRA AND MAHINDRA,XYLO,E8 (ABS) Airbag,Diesel,"2,498",8,1112311916
MAHINDRA AND MAHINDRA,XYLO,E9 7STR,Diesel,"2,179",7,1112311917
MAHINDRA AND MAHINDRA,XYLO,E9 8STR,Diesel,"2,498",8,1112311918
MAHINDRA AND MAHINDRA,XYLO,E9 Captain 7STR (ABS) Airbag,Diesel,"2,498",7,1112311919
MAHINDRA AND MAHINDRA,XYLO,E9 8STR (ABS) Airbag,Diesel,"2,179",8,1112311920
MAHINDRA AND MAHINDRA,XYLO,H4 7STR,Diesel,"2,179",7,1112311922
MAHINDRA AND MAHINDRA,XYLO,H4 8STR,Diesel,"2,179",8,1112311923
MAHINDRA AND MAHINDRA,XYLO,H4 (ABS),Diesel,"2,179",7,1112311924
MAHINDRA AND MAHINDRA,XYLO,H4 7STR (ABS),Diesel,"2,179",7,1112311925
MAHINDRA AND MAHINDRA,XYLO,H4 8STR (ABS),Diesel,"2,179",8,1112311926
MAHINDRA AND MAHINDRA,XYLO,H8,Diesel,"2,179",8,1112311927
MAHINDRA AND MAHINDRA,XYLO,H8 7STR (ABS),Diesel,"2,179",7,1112311929
MAHINDRA AND MAHINDRA,XYLO,H8 8STR (ABS),Diesel,"2,179",8,1112311930
MAHINDRA AND MAHINDRA,XYLO,H8 7STR (ABS) Airbag,Diesel,"2,179",7,1112311931
MAHINDRA AND MAHINDRA,XYLO,H8 8STR (ABS) Airbag,Diesel,"2,179",8,1112311932
MAHINDRA AND MAHINDRA,XYLO,H8 MDI 7STR,Diesel,"2,489",7,1112311933
MAHINDRA AND MAHINDRA,XYLO,H9 7STR,Diesel,"2,179",7,1112311934
MAHINDRA AND MAHINDRA,XYLO,H9 8STR,Diesel,"2,179",8,1112311935
MAHINDRA AND MAHINDRA,MARSHAL,2000 DX,Diesel,"2,523",8,1112312002
MAHINDRA AND MAHINDRA,MARSHAL,DLX,Diesel,"2,523",7,1112312003
MAHINDRA AND MAHINDRA,MARSHAL,Royal jeep,Petrol,"2,112",5,1112312004
MAHINDRA AND MAHINDRA,MARSHAL,STD,Diesel,"2,523",7,1112312005
MAHINDRA AND MAHINDRA,MARSHAL,DI,Diesel,"2,523",10,1112312006
MAHINDRA AND MAHINDRA,IMPERIO,DC VX,Diesel,"2,489",5,1112312101
MAHINDRA AND MAHINDRA,IMPERIO,DC,Diesel,"2,489",5,1112312102
MAHINDRA AND MAHINDRA,IMPERIO,SC VX,Diesel,"2,489",2,1112312103
MAHINDRA AND MAHINDRA,IMPERIO,SC,Diesel,"2,489",2,1112312104
MAHINDRA AND MAHINDRA,MARAZZO,M2,Diesel,"1,497",7,1112312201
MAHINDRA AND MAHINDRA,MARAZZO,M4,Diesel,"1,497",7,1112312202
MAHINDRA AND MAHINDRA,MARAZZO,M6,Diesel,"1,497",7,1112312203
MAHINDRA AND MAHINDRA,MARAZZO,M8,Diesel,"1,497",7,1112312204
MAHINDRA AND MAHINDRA,MARAZZO,M2 8STR,Diesel,"1,497",8,1112312205
MAHINDRA AND MAHINDRA,MARAZZO,M4 8STR,Diesel,"1,497",8,1112312206
MAHINDRA AND MAHINDRA,MARAZZO,M6 8STR,Diesel,"1,497",8,1112312207
MAHINDRA AND MAHINDRA,MARAZZO,M8 8STR,Diesel,"1,497",8,1112312208
MAHINDRA AND MAHINDRA,MARAZZO,M4 Plus,Diesel,"1,497",7,1112312209
MAHINDRA AND MAHINDRA,MARAZZO,M4 Plus 8STR,Diesel,"1,497",8,1112312210
MAHINDRA AND MAHINDRA,MARAZZO,M6 Plus,Diesel,"1,497",7,1112312211
MAHINDRA AND MAHINDRA,MARAZZO,M6 Plus 8STR,Diesel,"1,497",8,1112312212
MAHINDRA AND MAHINDRA,MAHINDRA JEEP,SA,Diesel,"2,489",7,1112312301
MAHINDRA AND MAHINDRA,MAHINDRA JEEP,JEEP,Diesel,"2,523",10,1112312302
MAHINDRA AND MAHINDRA,MAHINDRA JEEP,JEEP,Diesel,"2,489",6,1112312303
MAHINDRA AND MAHINDRA,MAHINDRA JEEP,STD,Diesel,"2,498",5,1112312304
MAHINDRA AND MAHINDRA,JEEP,JEEP,Petrol,"2,199",5,1112312306
MAHINDRA AND MAHINDRA,MAHINDRA JEEP,JEEP,Diesel,"2,112",8,1112312308
MAHINDRA AND MAHINDRA,MAHINDRA JEEP,68,Petrol,"1,489",5,1112312310
MAHINDRA AND MAHINDRA,MAHINDRA JEEP,5 STR,Diesel,"2,112",5,1112312311
MAHINDRA AND MAHINDRA,MAHINDRA JEEP,5 STR,Petrol,"2,112",5,1112312313
MAHINDRA AND MAHINDRA,MAHINDRA JEEP,6 STR,Petrol,"1,300",6,1112312314
MAHINDRA AND MAHINDRA,NUVOSPORT,N4,Diesel,"1,493",7,1112312401
MAHINDRA AND MAHINDRA,NUVOSPORT,N4 PLUS,Diesel,"1,493",7,1112312402
MAHINDRA AND MAHINDRA,NUVOSPORT,N6,Diesel,"1,493",7,1112312403
MAHINDRA AND MAHINDRA,NUVOSPORT,N6 AMT,Diesel,"1,493",7,1112312404
MAHINDRA AND MAHINDRA,NUVOSPORT,N8,Diesel,"1,493",7,1112312405
MAHINDRA AND MAHINDRA,NUVOSPORT,N8 AMT,Diesel,"1,493",7,1112312406
MAHINDRA AND MAHINDRA,SUPRO,ZX,Diesel,909,5,1112312501
MAHINDRA AND MAHINDRA,SUPRO,LX,Diesel,909,8,1112312502
MAHINDRA AND MAHINDRA,SUPRO,VX,Diesel,909,8,1112312503
MAHINDRA AND MAHINDRA,SUPRO,VX,Diesel,909,5,1112312504
MAHINDRA AND MAHINDRA,SUPRO,VX,Diesel,909,10,1112312505
MAHINDRA AND MAHINDRA,E VERITO,D2 (Electric),Electric,"1,000",5,1112312601
MAHINDRA AND MAHINDRA,E VERITO,D4 (Electric),Electric,"1,000",5,1112312602
MAHINDRA AND MAHINDRA,E VERITO,D6 (Electric),Electric,"1,000",5,1112312603
Mahindra And Mahindra,Vista Tech,W9 FED AT,Diesel,"2,179",7,1112312701
MAHINDRA AND MAHINDRA,REXTON,RX6,Diesel,"2,696",7,1112312801
MAHINDRA AND MAHINDRA,REXTON,RX5,Diesel,"2,696",8,1112312802
MAHINDRA AND MAHINDRA,REXTON,RX7,Diesel,"2,696",8,1112312803
MAHINDRA AND MAHINDRA,REXTON,RX7 XVT,Diesel,"2,696",7,1112312804
MAHINDRA AND MAHINDRA,GENIO,DOUBLE CAB VX,Diesel,"2,498",5,1112312901
MAHINDRA AND MAHINDRA,MAXXIMO,MINI VAN VX,Diesel,909,7,1112313001
MAHINDRA AND MAHINDRA,MAXXIMO,MINI VAN VX,Diesel,909,8,1112313002
MAHINDRA AND MAHINDRA,MAHINDRA WILLYS,JEEP,Diesel,"2,199",6,1112313101
MAHINDRA AND MAHINDRA,ALTURAS,G4 4X2 AT,Diesel,"2,157",7,1112313301
MAHINDRA AND MAHINDRA,ALTURAS,G4 4X4 AT,Diesel,"2,157",7,1112313302
MAHINDRA AND MAHINDRA,SAVARI,DI 4X2,Diesel,"2,523",10,1112313401
MAHINDRA AND MAHINDRA,XUV300,1.2 W4,Petrol,"1,197",5,1112313501
MAHINDRA AND MAHINDRA,XUV300,1.5 W4,Diesel,"1,497",5,1112313502
MAHINDRA AND MAHINDRA,XUV300,1.2 W6,Petrol,"1,197",5,1112313503
MAHINDRA AND MAHINDRA,XUV300,1.5 W6,Diesel,"1,497",5,1112313504
MAHINDRA AND MAHINDRA,XUV300,1.2 W8,Petrol,"1,197",5,1112313505
MAHINDRA AND MAHINDRA,XUV300,1.5 W8,Diesel,"1,497",5,1112313506
MAHINDRA AND MAHINDRA,XUV300,1.2 W8 (O),Petrol,"1,197",5,1112313507
MAHINDRA AND MAHINDRA,XUV300,1.5 W8 (O),Diesel,"1,497",5,1112313508
MAHINDRA AND MAHINDRA,XUV300,1.5 W8 AMT,Diesel,"1,497",5,1112313509
MAHINDRA AND MAHINDRA,XUV300,1.2 W8 (O) DT,Petrol,"1,197",5,1112313510
MAHINDRA AND MAHINDRA,XUV300,1.5 W8 (O) DT,Diesel,"1,497",5,1112313511
MAHINDRA AND MAHINDRA,XUV300,1.5 W8 AMT (O),Diesel,"1,497",5,1112313512
MAHINDRA AND MAHINDRA,XUV300,W6 DLS AMT,Diesel,"1,497",5,1112313513
MAHINDRA AND MAHINDRA,XUV300,1.2 W8 (O) AMT,Petrol,"1,197",5,1112313514
MAHINDRA AND MAHINDRA,MAXX,LX 2WD,Diesel,"2,523",10,1112313601
MAHINDRA AND MAHINDRA,MAXX,LX 2WD,Diesel,"2,523",5,1112313602
MAHINDRA AND MAHINDRA,MAXX,FESTARA,Diesel,"2,523",9,1112313603
MAHINDRA AND MAHINDRA,MAJOR,CL 550 4WD,Diesel,"2,523",8,1112313701
MAHINDRA AND MAHINDRA,JEEP,JEEP,Diesel,"2,400",10,1112313801
MAHINDRA AND MAHINDRA,ECONOMY DI,JEEP,Diesel,"2,523",6,1112313802
MAHINDRA AND MAHINDRA,XUV 700,MX MT 5 STR,Petrol,"1,999",5,1112313901
MAHINDRA AND MAHINDRA,XUV 700,AX3 MT 5 STR,Petrol,"1,999",5,1112313902
MAHINDRA AND MAHINDRA,XUV 700,AX3 AT 5 STR,Petrol,"1,999",5,1112313903
MAHINDRA AND MAHINDRA,XUV 700,AX5 MT 5 STR,Petrol,"1,999",5,1112313904
MAHINDRA AND MAHINDRA,XUV 700,AX5 AT 5 STR,Petrol,"1,999",5,1112313905
MAHINDRA AND MAHINDRA,XUV 700,AX5 MT 7 STR,Petrol,"1,999",7,1112313906
MAHINDRA AND MAHINDRA,XUV 700,AX7 MT 7 STR,Petrol,"1,999",7,1112313907
MAHINDRA AND MAHINDRA,XUV 700,AX7 AT 7 STR,Petrol,"1,999",7,1112313908
MAHINDRA AND MAHINDRA,XUV 700,AX7 L AT 7 STR,Petrol,"1,999",7,1112313909
MAHINDRA AND MAHINDRA,XUV 700,MX MT 5 STR,Diesel,"2,198",5,1112313910
MAHINDRA AND MAHINDRA,XUV 700,AX3 MT 5 STR,Diesel,"2,184",5,1112313911
MAHINDRA AND MAHINDRA,XUV 700,AX3 MT 7 STR,Diesel,"2,184",7,1112313912
MAHINDRA AND MAHINDRA,XUV 700,AX3 AT 5 STR,Diesel,"2,184",5,1112313913
MAHINDRA AND MAHINDRA,XUV 700,AX5 MT 5 STR,Diesel,"2,184",5,1112313914
MAHINDRA AND MAHINDRA,XUV 700,AX5 AT 5 STR,Diesel,"2,184",5,1112313915
MAHINDRA AND MAHINDRA,XUV 700,AX5 MT 7 STR,Diesel,"2,184",7,1112313916
MAHINDRA AND MAHINDRA,XUV 700,AX7 AT 7 STR,Diesel,"2,184",7,1112313917
MAHINDRA AND MAHINDRA,XUV 700,AX7 MT 7 STR,Diesel,"2,184",7,1112313918
MAHINDRA AND MAHINDRA,XUV 700,AX7 L MT 7 STR,Diesel,"2,184",7,1112313919
MAHINDRA AND MAHINDRA,XUV 700,AX7 L AT 7 STR,Diesel,"2,184",7,1112313920
MAHINDRA AND MAHINDRA,XUV 700,AX5 AT 7 STR,Diesel,"2,184",7,1112313921
MAHINDRA AND MAHINDRA,XUV 700,AX7 AT AWD 7 STR,Diesel,"2,184",7,1112313922
MAHINDRA AND MAHINDRA,XUV 700,AX7 L AT AWD 7 STR,Diesel,"2,184",7,1112313923
MAHINDRA AND MAHINDRA,VINTAGE,MAHINDRA JEEP,Petrol,"1,067",5,1112314101
MAHINDRA AND MAHINDRA,VINTAGE,MAHINDRA JEEP,Petrol,"2,122",5,1112314103
MAHINDRA AND MAHINDRA,VINTAGE,MAHINDRA JEEP,Petrol,"1,540",4,1112314104
MAHINDRA AND MAHINDRA,VINTAGE,JEEP,Diesel,"2,000",5,1112314105
MAHINDRA AND MAHINDRA,MARKSMAN,ARMOURED PERSONAL CARRIER,Diesel,"2,179",6,1112314301
MAHINDRA AND MAHINDRA,SCORPIO N,Z2 MT BSVI,Petrol,"1,997",7,1112314401
MAHINDRA AND MAHINDRA,SCORPIO N,Z2 MT BSVI,Diesel,"2,198",7,1112314402
MAHINDRA AND MAHINDRA,SCORPIO N,Z4 MT BSVI,Petrol,"1,997",7,1112314403
MAHINDRA AND MAHINDRA,SCORPIO N,Z4 MT BSVI,Diesel,"2,198",7,1112314404
MAHINDRA AND MAHINDRA,SCORPIO N,Z6 MT BSVI,Diesel,"2,198",7,1112314405
MAHINDRA AND MAHINDRA,SCORPIO N,Z8 MT BSVI,Petrol,"1,997",7,1112314406
MAHINDRA AND MAHINDRA,SCORPIO N,Z8 MT BSVI,Diesel,"2,198",7,1112314407
MAHINDRA AND MAHINDRA,SCORPIO N,Z8 L MT BSVI,Petrol,"1,997",7,1112314408
MAHINDRA AND MAHINDRA,SCORPIO N,Z8 L MT BSVI,Diesel,"2,198",7,1112314409
MAHINDRA AND MAHINDRA,SCORPIO N,Z4 AT BSVI,Petrol,"1,997",7,1112314410
MAHINDRA AND MAHINDRA,SCORPIO N,Z8 AT BSVI,Petrol,"1,997",7,1112314411
MAHINDRA AND MAHINDRA,SCORPIO N,Z8 L AT BSVI,Petrol,"1,997",7,1112314412
MAHINDRA AND MAHINDRA,SCORPIO N,Z8 L MT BSVI,Petrol,"1,997",6,1112314413
MAHINDRA AND MAHINDRA,SCORPIO N,Z8 L AT BSVI,Petrol,"1,997",6,1112314414
MAHINDRA AND MAHINDRA,SCORPIO N,Z4 AT BSVI,Diesel,"2,198",7,1112314415
MAHINDRA AND MAHINDRA,SCORPIO N,Z4 MT 4WD BSVI,Diesel,"2,198",7,1112314416
MAHINDRA AND MAHINDRA,SCORPIO N,Z6 AT BSVI,Diesel,"2,198",7,1112314417
MAHINDRA AND MAHINDRA,SCORPIO N,Z8 AT BSVI,Diesel,"2,198",7,1112314418
MAHINDRA AND MAHINDRA,SCORPIO N,Z8 MT 4WD BSVI,Diesel,"2,198",7,1112314419
MAHINDRA AND MAHINDRA,SCORPIO N,Z8 AT 4WD BSVI,Diesel,"2,198",7,1112314420
MAHINDRA AND MAHINDRA,SCORPIO N,Z8 L AT BSVI,Diesel,"2,198",7,1112314421
MAHINDRA AND MAHINDRA,SCORPIO N,Z8 L MT 4WD BSVI,Diesel,"2,198",7,1112314422
MAHINDRA AND MAHINDRA,SCORPIO N,Z8 L AT 4WD BSVI,Diesel,"2,198",7,1112314423
MAHINDRA AND MAHINDRA,SCORPIO N,Z8 L MT BSVI,Diesel,"2,198",6,1112314424
MAHINDRA AND MAHINDRA,SCORPIO N,Z8 L AT BSVI,Diesel,"2,198",6,1112314425
MAHINDRA RENAULT,LOGAN,1.4 GL,Petrol,"1,390",5,1112410101
MAHINDRA RENAULT,LOGAN,1.4 GLE,Petrol,"1,390",5,1112410102
MAHINDRA RENAULT,LOGAN,1.4 GLX,Petrol,"1,390",5,1112410103
MAHINDRA RENAULT,LOGAN,1.5 DLE,Diesel,"1,461",5,1112410104
MAHINDRA RENAULT,LOGAN,1.5 DLS,Diesel,"1,461",5,1112410105
MAHINDRA RENAULT,LOGAN,1.5 DLS (ABS),Diesel,"1,461",5,1112410106
MAHINDRA RENAULT,LOGAN,1.5 DLX,Diesel,"1,461",5,1112410107
MAHINDRA RENAULT,LOGAN,1.6 DLX,Diesel,"1,598",5,1112410108
MAHINDRA RENAULT,LOGAN,1.6 GLE,Petrol,"1,598",5,1112410109
MAHINDRA RENAULT,LOGAN,1.6 GLE,CNG,"1,598",5,1112410110
MAHINDRA RENAULT,LOGAN,1.6 GLS,Petrol,"1,598",5,1112410111
MAHINDRA RENAULT,LOGAN,1.6 GLS (ABS),Petrol,"1,598",5,1112410112
MAHINDRA RENAULT,LOGAN,1.6 GLX,Petrol,"1,598",5,1112410113
MAHINDRA RENAULT,LOGAN,1.6 GLX,CNG,"1,598",5,1112410114
MAHINDRA RENAULT,LOGAN,K9K PS DLS Airbag,Diesel,"1,461",5,1112410115
MAHINDRA RENAULT,LOGAN,K7,Petrol,"4,161",5,1112410116
MAHINDRA RENAULT,LOGAN EDGE,1.4 GLX,Petrol,"1,390",5,1112410201
MAHINDRA RENAULT,LOGAN EDGE,1.5 DLS,Diesel,"1,461",5,1112410202
MAHINDRA RENAULT,LOGAN EDGE,1.5 DLS (ABS),Diesel,"1,461",5,1112410203
MAHINDRA RENAULT,LOGAN EDGE,1.6 GLS,Petrol,"1,598",5,1112410204
MAHINDRA RENAULT,LOGAN EDGE,1.6 GLS (ABS),Petrol,"1,598",5,1112410205
MAHINDRA RENAULT,LOGAN TOURER,1.4 GLX,Petrol,"1,390",5,1112410301
MAHINDRA RENAULT,LOGAN TOURER,1.5 DLX,Diesel,"1,461",5,1112410302
MAHINDRA REVA,REVAI,AC,Electric,"1,000",4,1112510101
MAHINDRA REVA,REVAI,Classe,Electric,"1,000",4,1112510102
MAHINDRA REVA,REVAI,Standard,Electric,"1,000",4,1112510103
MAHINDRA REVA,E 2O,PLUS P2,Electric,1,4,1112510201
MAHINDRA REVA,E 2O,PLUS P4,Electric,1,4,1112510202
MAHINDRA REVA,E 2O,PLUS P6,Electric,1,4,1112510203
MAHINDRA REVA,E 2O,PLUS P8,Electric,1,4,1112510204
MAHINDRA REVA,E 2O,T 0,Electric,1,4,1112510205
MAHINDRA REVA,E 2O,T 01 BASE,Electric,1,4,1112510206
MAHINDRA REVA,E 2O,T 2,Electric,1,4,1112510207
MAHINDRA REVA,E 2O,T 2 PREMIUM,Electric,1,4,1112510208
MAHINDRA REVA,E 2O,T 6 LI ION,Electric,1,4,1112510209
MARUTI SUZUKI,800,AC 4Speed,Petrol,796,4,1112610101
MARUTI SUZUKI,800,AC 5Speed,Petrol,796,4,1112610102
MARUTI SUZUKI,800,DX,Petrol,796,4,1112610103
MARUTI SUZUKI,800,EX 4Speed,Petrol,796,4,1112610104
MARUTI SUZUKI,800,EX 5Speed,Petrol,796,4,1112610105
MARUTI SUZUKI,800,AC,LPG,796,4,1112610106
MARUTI SUZUKI,800,Standard,Petrol,796,4,1112610107
MARUTI SUZUKI,800,Standard,LPG,796,4,1112610108
MARUTI SUZUKI,800,UNIQ,Petrol,796,5,1112610109
MARUTI SUZUKI,800,YE3 DP2 CNG,CNG,796,5,1112610110
MARUTI SUZUKI,800,YE3 DP2,Petrol,796,5,1112610111
MARUTI SUZUKI,800,AC,CNG,796,4,1112610112
MARUTI SUZUKI,800,Standard,CNG,796,4,1112610113
MARUTI SUZUKI,800,STD EURO I,Petrol,796,4,1112610114
MARUTI SUZUKI,800,STD,Diesel,800,4,1112610115
MARUTI SUZUKI,800,AC E3 IMMOB,Petrol,796,4,1112610116
MARUTI SUZUKI,800,AC BHARATH 111,Petrol,"1,400",5,1112610117
MARUTI SUZUKI,800,MPI DX,Petrol,796,5,1112610118
MARUTI SUZUKI,1000,Standard,Petrol,"1,000",5,1112610201
MARUTI SUZUKI,1000,STD,Petrol,970,5,1112610202
MARUTI SUZUKI,800 DUO,AC,LPG,796,4,1112610301
MARUTI SUZUKI,800 DUO,Standard,LPG,796,4,1112610302
MARUTI SUZUKI,800 DUO,AC,CNG,796,4,1112610303
MARUTI SUZUKI,800 DUO,Standard,CNG,796,4,1112610304
MARUTI SUZUKI,A STAR,(AT),Petrol,998,5,1112610401
MARUTI SUZUKI,A STAR,LXi,Petrol,998,5,1112610402
MARUTI SUZUKI,A STAR,VXi,Petrol,998,5,1112610403
MARUTI SUZUKI,A STAR,ZXi,Petrol,998,5,1112610404
MARUTI SUZUKI,A STAR,ZXi Airbag (ABS),Petrol,998,5,1112610405
MARUTI SUZUKI,A STAR,Zxi,CNG,796,5,1112610406
MARUTI SUZUKI,A STAR,VXI,CNG,998,5,1112610407
MARUTI SUZUKI,ALTO,(AT) (ABS),Petrol,796,5,1112610501
MARUTI SUZUKI,ALTO,(AT),Petrol,796,5,1112610502
MARUTI SUZUKI,ALTO,AX (AT),Petrol,796,5,1112610503
MARUTI SUZUKI,ALTO,LX,Petrol,796,5,1112610504
MARUTI SUZUKI,ALTO,LX,CNG,796,5,1112610505
MARUTI SUZUKI,ALTO,LXi,Petrol,796,5,1112610506
MARUTI SUZUKI,ALTO,LXi,CNG,796,5,1112610507
MARUTI SUZUKI,ALTO,LXi with Airbag,Petrol,796,5,1112610508
MARUTI SUZUKI,ALTO,Standard,Petrol,796,5,1112610509
MARUTI SUZUKI,ALTO,Standard,CNG,796,5,1112610510
MARUTI SUZUKI,ALTO,VX,Petrol,796,5,1112610511
MARUTI SUZUKI,ALTO,VXi,Petrol,796,5,1112610512
MARUTI SUZUKI,ALTO,XCITE,Petrol,796,5,1112610513
MARUTI SUZUKI,ALTO,Xfun Ltd LX,Petrol,796,5,1112610514
MARUTI SUZUKI,ALTO,Xfun Ltd LXi,Petrol,796,5,1112610515
MARUTI SUZUKI,ALTO,LXi,LPG,796,5,1112610516
MARUTI SUZUKI,ALTO,1061 VXi 5STR,Petrol,"1,061",5,1112610517
MARUTI SUZUKI,ALTO,1061 LXi 5STR,Petrol,"1,061",5,1112610518
MARUTI SUZUKI,ALTO,LX,Petrol,796,4,1112610519
MARUTI SUZUKI,ALTO,LX,LPG,796,4,1112610520
MARUTI SUZUKI,ALTO,Standard,Petrol,796,4,1112610521
MARUTI SUZUKI,ALTO,LXI,Petrol,998,5,1112610522
MARUTI SUZUKI,ALTO,STD,Petrol,"1,061",4,1112610523
MARUTI SUZUKI,ALTO,LX STD,Petrol,"1,061",5,1112610524
MARUTI SUZUKI,ALTO,LX STD,CNG,"1,061",5,1112610525
MARUTI SUZUKI,ALTO,VXI Plus 0.8L 5MT,Petrol,796,5,1112610526
MARUTI SUZUKI,ALTO,LXI O,Petrol,796,5,1112610527
MARUTI SUZUKI,ALTO,LXI,Petrol,796,4,1112610528
MARUTI SUZUKI,ALTO 800,LX (SE),Petrol,796,5,1112610601
MARUTI SUZUKI,ALTO 800,LX,Petrol,796,5,1112610602
MARUTI SUZUKI,ALTO 800,LX (O),Petrol,796,5,1112610603
MARUTI SUZUKI,ALTO 800,LX,CNG,796,5,1112610604
MARUTI SUZUKI,ALTO 800,LXi (SE),Petrol,796,5,1112610605
MARUTI SUZUKI,ALTO 800,LXi,Petrol,796,5,1112610606
MARUTI SUZUKI,ALTO 800,LXi (O),Petrol,796,5,1112610607
MARUTI SUZUKI,ALTO 800,LXi Airbag,Petrol,796,5,1112610608
MARUTI SUZUKI,ALTO 800,LXi Anniversary edition,Petrol,796,5,1112610609
MARUTI SUZUKI,ALTO 800,LXi,CNG,796,5,1112610610
MARUTI SUZUKI,ALTO 800,LXi,CNG,796,5,1112610611
MARUTI SUZUKI,ALTO 800,LXi (O),CNG,796,5,1112610612
MARUTI SUZUKI,ALTO 800,STD (SE),Petrol,796,5,1112610613
MARUTI SUZUKI,ALTO 800,STD,Petrol,796,5,1112610614
MARUTI SUZUKI,ALTO 800,STD (O),Petrol,796,5,1112610615
MARUTI SUZUKI,ALTO 800,STD,CNG,796,5,1112610616
MARUTI SUZUKI,ALTO 800,VXi,Petrol,796,5,1112610618
MARUTI SUZUKI,ALTO 800,VXi (O),Petrol,796,5,1112610619
MARUTI SUZUKI,ALTO 800,VXi (ABS),Petrol,796,5,1112610620
MARUTI SUZUKI,ALTO 800,VXi Airbag,Petrol,796,5,1112610621
MARUTI SUZUKI,ALTO 800,LXI,CNG,796,4,1112610622
MARUTI SUZUKI,ALTO 800,LXI,LPG,796,5,1112610623
MARUTI SUZUKI,ALTO 800,VXI PLUS,Petrol,796,5,1112610624
MARUTI SUZUKI,ALTO 800,VXI (SE),Petrol,796,5,1112610625
MARUTI SUZUKI,ALTO 800,GREEN LXI,CNG,796,5,1112610626
MARUTI SUZUKI,ALTO 800,STD (O) BSVI,Petrol,796,5,1112610627
MARUTI SUZUKI,ALTO 800,LXI (O) BSVI,Petrol,796,5,1112610628
MARUTI SUZUKI,ALTO 800,VXI BSVI,Petrol,796,5,1112610629
MARUTI SUZUKI,ALTO 800,VXI PLUS BSVI,Petrol,796,5,1112610630
MARUTI SUZUKI,ALTO 800,LXI (O) S CNG BSVI,CNG,796,5,1112610631
MARUTI SUZUKI,ALTO 800,STD BSVI,Petrol,796,5,1112610632
MARUTI SUZUKI,ALTO K10,LX,Petrol,998,5,1112610701
MARUTI SUZUKI,ALTO K10,LX (O),Petrol,998,5,1112610702
MARUTI SUZUKI,ALTO K10,LXi,Petrol,998,5,1112610703
MARUTI SUZUKI,ALTO K10,LXi (O),Petrol,998,5,1112610704
MARUTI SUZUKI,ALTO K10,LXi,CNG,998,5,1112610705
MARUTI SUZUKI,ALTO K10,LXi (O),CNG,998,5,1112610706
MARUTI SUZUKI,ALTO K10,VXi,Petrol,998,5,1112610707
MARUTI SUZUKI,ALTO K10,VXi (O),Petrol,998,5,1112610708
MARUTI SUZUKI,ALTO K10,VXi (AGS),Petrol,998,5,1112610709
MARUTI SUZUKI,ALTO K10,VXi Airbag (ABS),Petrol,998,5,1112610710
MARUTI SUZUKI,ALTO K10,VXI AGS (O),Petrol,998,5,1112610711
MARUTI SUZUKI,ALTO K10,LXi AMT,Petrol,998,5,1112610712
MARUTI SUZUKI,ALTO K10,VXi O AMT,Petrol,998,5,1112610713
MARUTI SUZUKI,ALTO K10B,LXi,CNG,998,5,1112610801
MARUTI SUZUKI,ALTO K10B,LX,Petrol,998,5,1112610802
MARUTI SUZUKI,ALTO K10B,LXi,Petrol,998,5,1112610803
MARUTI SUZUKI,ALTO K10B,VXi,Petrol,998,5,1112610804
MARUTI SUZUKI,ALTO K10B,VXi (AT),Petrol,998,5,1112610805
